movie	channel	confidence	session_wer	error_type	reference_word	hypothesis_word
Glengarry	EventBridge	0.7771	0.334	SUB	pal	pile
Glengarry	EventBridge	0.7771	0.334	SUB	cuz	because
Glengarry	EventBridge	0.7771	0.334	SUB	leads	leaves
Glengarry	EventBridge	0.7771	0.334	DEL	weak	
Glengarry	EventBridge	0.7771	0.334	DEL	fuckin	
Glengarry	EventBridge	0.7771	0.334	DEL	leads	
Glengarry	EventBridge	0.7771	0.334	DEL	are	
Glengarry	EventBridge	0.7771	0.334	DEL	weak	
Glengarry	EventBridge	0.7771	0.334	DEL	youre	
Glengarry	EventBridge	0.7771	0.334	DEL	weak	
Glengarry	EventBridge	0.7771	0.334	SUB	whats	such
Glengarry	EventBridge	0.7771	0.334	SUB	your	a
Glengarry	EventBridge	0.7771	0.334	SUB	fuck	up
Glengarry	EventBridge	0.7771	0.334	SUB	cuz	cause
Glengarry	EventBridge	0.7771	0.334	INS		hun
Glengarry	EventBridge	0.7771	0.334	SUB	hyundai	day
Glengarry	EventBridge	0.7771	0.334	SUB	wanting	warranty
Glengarry	EventBridge	0.7771	0.334	SUB	and	if
Glengarry	EventBridge	0.7771	0.334	SUB	mans	mens
Glengarry	EventBridge	0.7771	0.334	SUB	then	by
Glengarry	EventBridge	0.7771	0.334	DEL	go	
Glengarry	EventBridge	0.7771	0.334	DEL	home	
Glengarry	EventBridge	0.7771	0.334	DEL	and	
Glengarry	EventBridge	0.7771	0.334	DEL	tell	
Glengarry	EventBridge	0.7771	0.334	DEL	your	
Glengarry	EventBridge	0.7771	0.334	DEL	wife	
Glengarry	EventBridge	0.7771	0.334	DEL	your	
Glengarry	EventBridge	0.7771	0.334	SUB	dotted	dotting
Glengarry	EventBridge	0.7771	0.334	DEL	you	
Glengarry	EventBridge	0.7771	0.334	SUB	fuckin	fucking
Glengarry	EventBridge	0.7771	0.334	SUB	faggots	bad
Glengarry	EventBridge	0.7771	0.334	SUB	be	b
Glengarry	EventBridge	0.7771	0.334	SUB	cuz	cause
Glengarry	EventBridge	0.7771	0.334	SUB	fuck	buck
Glengarry	EventBridge	0.7771	0.334	SUB	or	all
Glengarry	EventBridge	0.7771	0.334	DEL	an	
Glengarry	EventBridge	0.7771	0.334	DEL	action	
Glengarry	EventBridge	0.7771	0.334	SUB	you	youve
Glengarry	EventBridge	0.7771	0.334	DEL	you	
Glengarry	EventBridge	0.7771	0.334	DEL	think	
Glengarry	EventBridge	0.7771	0.334	DEL	they	
Glengarry	EventBridge	0.7771	0.334	DEL	a	
Glengarry	EventBridge	0.7771	0.334	SUB	lest	unless
Glengarry	EventBridge	0.7771	0.334	DEL	are	
Glengarry	EventBridge	0.7771	0.334	DEL	you	
Glengarry	EventBridge	0.7771	0.334	DEL	man	
Glengarry	EventBridge	0.7771	0.334	DEL	enough	
Glengarry	EventBridge	0.7771	0.334	DEL	to	
Glengarry	EventBridge	0.7771	0.334	DEL	take	
Glengarry	EventBridge	0.7771	0.334	DEL	it	
Glengarry	EventBridge	0.7771	0.334	SUB	the	a
Glengarry	EventBridge	0.7771	0.334	SUB	pal	i
Glengarry	EventBridge	0.7771	0.334	SUB	you	dont
Glengarry	EventBridge	0.7771	0.334	SUB	boss	hear
Glengarry	EventBridge	0.7771	0.334	SUB	youre	the
Glengarry	EventBridge	0.7771	0.334	SUB	youre	you
Glengarry	EventBridge	0.7771	0.334	SUB	here	and
Glengarry	EventBridge	0.7771	0.334	SUB	with	to
Glengarry	EventBridge	0.7771	0.334	SUB	such	problem
Glengarry	EventBridge	0.7771	0.334	SUB	a	his
Glengarry	EventBridge	0.7771	0.334	SUB	bunch	wife
Glengarry	EventBridge	0.7771	0.334	DEL	of	
Glengarry	EventBridge	0.7771	0.334	DEL	bums	
Glengarry	EventBridge	0.7771	0.334	DEL	you	
Glengarry	EventBridge	0.7771	0.334	DEL	see	
Glengarry	EventBridge	0.7771	0.334	DEL	this	
Glengarry	EventBridge	0.7771	0.334	DEL	watch	
Glengarry	EventBridge	0.7771	0.334	DEL	you	
Glengarry	EventBridge	0.7771	0.334	DEL	see	
Glengarry	EventBridge	0.7771	0.334	DEL	this	
Glengarry	EventBridge	0.7771	0.334	DEL	watch	
Glengarry	EventBridge	0.7771	0.334	DEL	yeah	
Glengarry	EventBridge	0.7771	0.334	SUB	watch	whats
Glengarry	EventBridge	0.7771	0.334	SUB	costs	cost
Glengarry	EventBridge	0.7771	0.334	DEL	make	
Glengarry	EventBridge	0.7771	0.334	DEL	you	
Glengarry	EventBridge	0.7771	0.334	SUB	pal	how
Glengarry	EventBridge	0.7771	0.334	INS		the
Glengarry	EventBridge	0.7771	0.334	SUB	who	way
Glengarry	EventBridge	0.7771	0.334	SUB	am	do
Glengarry	EventBridge	0.7771	0.334	DEL	and	
Glengarry	EventBridge	0.7771	0.334	DEL	youre	
Glengarry	EventBridge	0.7771	0.334	SUB	nice	hi
Glengarry	EventBridge	0.7771	0.334	SUB	guy	sky
Glengarry	EventBridge	0.7771	0.334	SUB	a	me
Glengarry	EventBridge	0.7771	0.334	SUB	shit	his
Glengarry	EventBridge	0.7771	0.334	DEL	good	
Glengarry	EventBridge	0.7771	0.334	SUB	fuck	stopped
Glengarry	EventBridge	0.7771	0.334	SUB	kids	kid
Glengarry	EventBridge	0.7771	0.334	SUB	want	wanna
Glengarry	EventBridge	0.7771	0.334	DEL	to	
Glengarry	EventBridge	0.7771	0.334	SUB	think	take
Glengarry	EventBridge	0.7771	0.334	DEL	this	
Glengarry	EventBridge	0.7771	0.334	DEL	is	
Glengarry	EventBridge	0.7771	0.334	SUB	cock	cough
Glengarry	EventBridge	0.7771	0.334	SUB	sucker	something
Glengarry	EventBridge	0.7771	0.334	SUB	sit	sick
Glengarry	EventBridge	0.7771	0.334	SUB	you	might
Glengarry	EventBridge	0.7771	0.334	SUB	dont	be
Glengarry	EventBridge	0.7771	0.334	DEL	like	
Glengarry	EventBridge	0.7771	0.334	DEL	it	
Glengarry	EventBridge	0.7771	0.334	DEL	leave	
Glengarry	EventBridge	0.7771	0.334	SUB	can	yeah
Glengarry	EventBridge	0.7771	0.334	SUB	you	dont
Glengarry	EventBridge	0.7771	0.334	DEL	go	
Glengarry	EventBridge	0.7771	0.334	DEL	and	
Glengarry	EventBridge	0.7771	0.334	SUB	get	hit
Glengarry	EventBridge	0.7771	0.334	SUB	you	supply
Glengarry	EventBridge	0.7771	0.334	DEL	son	
Glengarry	EventBridge	0.7771	0.334	DEL	of	
Glengarry	EventBridge	0.7771	0.334	DEL	a	
Glengarry	EventBridge	0.7771	0.334	DEL	bitches	
Glengarry	EventBridge	0.7771	0.334	DEL	get	
Glengarry	EventBridge	0.7771	0.334	DEL	mad	
Glengarry	EventBridge	0.7771	0.334	DEL	you	
Glengarry	EventBridge	0.7771	0.334	DEL	know	
Glengarry	EventBridge	0.7771	0.334	DEL	what	
Glengarry	EventBridge	0.7771	0.334	DEL	it	
Glengarry	EventBridge	0.7771	0.334	SUB	to	grass
Glengarry	EventBridge	0.7771	0.334	DEL	sell	
Glengarry	EventBridge	0.7771	0.334	DEL	real	
Glengarry	EventBridge	0.7771	0.334	DEL	estate	
Glengarry	EventBridge	0.7771	0.334	DEL	it	
Glengarry	EventBridge	0.7771	0.334	DEL	takes	
Glengarry	EventBridge	0.7771	0.334	DEL	brass	
Glengarry	EventBridge	0.7771	0.334	SUB	to	dont
Glengarry	EventBridge	0.7771	0.334	DEL	sell	
Glengarry	EventBridge	0.7771	0.334	DEL	real	
Glengarry	EventBridge	0.7771	0.334	DEL	estate	
Glengarry	EventBridge	0.7771	0.334	DEL	go	
Glengarry	EventBridge	0.7771	0.334	DEL	and	
Glengarry	EventBridge	0.7771	0.334	SUB	likewise	like
Glengarry	EventBridge	0.7771	0.334	SUB	gents	chan
Glengarry	EventBridge	0.7771	0.334	DEL	the	
Glengarry	EventBridge	0.7771	0.334	INS		as
Glengarry	EventBridge	0.7771	0.334	SUB	its	sure
Glengarry	EventBridge	0.7771	0.334	SUB	yours	if
Glengarry	EventBridge	0.7771	0.334	DEL	i	
Glengarry	EventBridge	0.7771	0.334	DEL	got	
Glengarry	EventBridge	0.7771	0.334	DEL	no	
Cyrano	Deepgram	0.9076	0.2325	SUB	are	hey
Cyrano	Deepgram	0.9076	0.2325	SUB	you	youre
Cyrano	Deepgram	0.9076	0.2325	INS		mouth
Cyrano	Deepgram	0.9076	0.2325	SUB	nose	say
Cyrano	Deepgram	0.9076	0.2325	INS		so
Cyrano	Deepgram	0.9076	0.2325	SUB	does	im
Cyrano	Deepgram	0.9076	0.2325	SUB	it	gonna
Cyrano	Deepgram	0.9076	0.2325	SUB	astonish	stamish
Cyrano	Deepgram	0.9076	0.2325	SUB	well	not
Cyrano	Deepgram	0.9076	0.2325	SUB	no	i
Cyrano	Deepgram	0.9076	0.2325	SUB	but	know
Cyrano	Deepgram	0.9076	0.2325	DEL	no	
Cyrano	Deepgram	0.9076	0.2325	SUB	and	well
Cyrano	Deepgram	0.9076	0.2325	SUB	why	find
Cyrano	Deepgram	0.9076	0.2325	SUB	not	out
Cyrano	Deepgram	0.9076	0.2325	DEL	but	
Cyrano	Deepgram	0.9076	0.2325	SUB	does	let
Cyrano	Deepgram	0.9076	0.2325	SUB	it	his
Cyrano	Deepgram	0.9076	0.2325	SUB	un	unwholesome
Cyrano	Deepgram	0.9076	0.2325	SUB	wholesome	i
Cyrano	Deepgram	0.9076	0.2325	SUB	by	know
Cyrano	Deepgram	0.9076	0.2325	SUB	no	me
Cyrano	Deepgram	0.9076	0.2325	SUB	means	or
Cyrano	Deepgram	0.9076	0.2325	SUB	large	lie
Cyrano	Deepgram	0.9076	0.2325	INS		intimate
Cyrano	Deepgram	0.9076	0.2325	SUB	infinitesimal	testable
Cyrano	Deepgram	0.9076	0.2325	SUB	absurdity	authority
Cyrano	Deepgram	0.9076	0.2325	INS		my
Cyrano	Deepgram	0.9076	0.2325	SUB	magnificent	grip
Cyrano	Deepgram	0.9076	0.2325	SUB	pug	bug
Cyrano	Deepgram	0.9076	0.2325	SUB	know	now
Cyrano	Deepgram	0.9076	0.2325	SUB	this	the
Cyrano	Deepgram	0.9076	0.2325	SUB	nose	snows
Cyrano	Deepgram	0.9076	0.2325	SUB	indicates	imbecates
Cyrano	Deepgram	0.9076	0.2325	SUB	genial	genius
Cyrano	Deepgram	0.9076	0.2325	SUB	courteous	virtuous
Cyrano	Deepgram	0.9076	0.2325	DEL	viril	
Cyrano	Deepgram	0.9076	0.2325	SUB	whilst	by
Cyrano	Deepgram	0.9076	0.2325	SUB	face	taste
Cyrano	Deepgram	0.9076	0.2325	SUB	blank	bland
Cyrano	Deepgram	0.9076	0.2325	SUB	as	a
Cyrano	Deepgram	0.9076	0.2325	SUB	nose	no
Cyrano	Deepgram	0.9076	0.2325	SUB	in	the
Cyrano	Deepgram	0.9076	0.2325	SUB	as	of
Cyrano	Deepgram	0.9076	0.2325	DEL	oh	
Cyrano	Deepgram	0.9076	0.2325	DEL	presently	
Cyrano	Deepgram	0.9076	0.2325	SUB	tiresome	tired
Cyrano	Deepgram	0.9076	0.2325	SUB	if	thank
Cyrano	Deepgram	0.9076	0.2325	SUB	will	for
Cyrano	Deepgram	0.9076	0.2325	SUB	allow	allowing
Cyrano	Deepgram	0.9076	0.2325	SUB	monsieur	mister
Cyrano	Deepgram	0.9076	0.2325	SUB	your	youre
Cyrano	Deepgram	0.9076	0.2325	SUB	nose	no
Cyrano	Deepgram	0.9076	0.2325	SUB	ah	oh
Cyrano	Deepgram	0.9076	0.2325	SUB	why	finally
Cyrano	Deepgram	0.9076	0.2325	INS		address
Cyrano	Deepgram	0.9076	0.2325	SUB	aggressive	it
Cyrano	Deepgram	0.9076	0.2325	SUB	id	i
Cyrano	Deepgram	0.9076	0.2325	SUB	amputate	amputated
Cyrano	Deepgram	0.9076	0.2325	SUB	practical	tactical
Cyrano	Deepgram	0.9076	0.2325	SUB	is	just
Cyrano	Deepgram	0.9076	0.2325	SUB	rock	rut
Cyrano	Deepgram	0.9076	0.2325	SUB	crag	bag
Cyrano	Deepgram	0.9076	0.2325	DEL	cape	
Cyrano	Deepgram	0.9076	0.2325	SUB	cape	tape
Cyrano	Deepgram	0.9076	0.2325	SUB	kindly	finally
Cyrano	Deepgram	0.9076	0.2325	SUB	ah	ill
Cyrano	Deepgram	0.9076	0.2325	SUB	do	be
Cyrano	Deepgram	0.9076	0.2325	SUB	you	with
Cyrano	Deepgram	0.9076	0.2325	DEL	love	
Cyrano	Deepgram	0.9076	0.2325	SUB	birds	bird
Cyrano	Deepgram	0.9076	0.2325	SUB	on	up
Cyrano	Deepgram	0.9076	0.2325	INS		a
Cyrano	Deepgram	0.9076	0.2325	DEL	eh	
Cyrano	Deepgram	0.9076	0.2325	SUB	but	on
Cyrano	Deepgram	0.9076	0.2325	SUB	perfumer	consumer
Cyrano	Deepgram	0.9076	0.2325	SUB	prominence	the
Cyrano	Deepgram	0.9076	0.2325	SUB	literary	misery
Cyrano	Deepgram	0.9076	0.2325	SUB	the	for
Cyrano	Deepgram	0.9076	0.2325	SUB	nose	those
Cyrano	Deepgram	0.9076	0.2325	SUB	these	please
Cyrano	Deepgram	0.9076	0.2325	SUB	some	sung
Cyrano	Deepgram	0.9076	0.2325	SUB	or	out
Cyrano	Deepgram	0.9076	0.2325	SUB	a	of
Cyrano	Deepgram	0.9076	0.2325	SUB	wit	whips
Cyrano	Deepgram	0.9076	0.2325	SUB	wit	which
Cyrano	Deepgram	0.9076	0.2325	SUB	of	a
Cyrano	Deepgram	0.9076	0.2325	SUB	letters	letter
Cyrano	Deepgram	0.9076	0.2325	SUB	ass	dont
Cyrano	Deepgram	0.9076	0.2325	DEL	dolt	
Cyrano	Deepgram	0.9076	0.2325	DEL	bumpkin	
Cyrano	Deepgram	0.9076	0.2325	DEL	fool	
Cyrano	Deepgram	0.9076	0.2325	DEL	how	
Cyrano	Deepgram	0.9076	0.2325	DEL	do	
Cyrano	Deepgram	0.9076	0.2325	DEL	you	
Cyrano	Deepgram	0.9076	0.2325	DEL	do	
Cyrano	Deepgram	0.9076	0.2325	DEL	and	
Cyrano	Deepgram	0.9076	0.2325	DEL	i	
Cyrano	Deepgram	0.9076	0.2325	DEL	cyrano	
Cyrano	Deepgram	0.9076	0.2325	DEL	savinien	
Cyrano	Deepgram	0.9076	0.2325	DEL	hercule	
Cyrano	Deepgram	0.9076	0.2325	DEL	de	
Cyrano	Deepgram	0.9076	0.2325	DEL	bergerac	
Cyrano	Notifications	0.785	0.2758	SUB	nose	mouth
Cyrano	Notifications	0.785	0.2758	SUB	not	just
Cyrano	Notifications	0.785	0.2758	SUB	well	know
Cyrano	Notifications	0.785	0.2758	DEL	no	
Cyrano	Notifications	0.785	0.2758	DEL	but	
Cyrano	Notifications	0.785	0.2758	DEL	no	
Cyrano	Notifications	0.785	0.2758	SUB	and	find
Cyrano	Notifications	0.785	0.2758	SUB	why	out
Cyrano	Notifications	0.785	0.2758	SUB	not	with
Cyrano	Notifications	0.785	0.2758	DEL	if	
Cyrano	Notifications	0.785	0.2758	SUB	i	idea
Cyrano	Notifications	0.785	0.2758	SUB	does	this
Cyrano	Notifications	0.785	0.2758	DEL	it	
Cyrano	Notifications	0.785	0.2758	SUB	un	unless
Cyrano	Notifications	0.785	0.2758	SUB	wholesome	i
Cyrano	Notifications	0.785	0.2758	SUB	by	know
Cyrano	Notifications	0.785	0.2758	SUB	no	possible
Cyrano	Notifications	0.785	0.2758	DEL	means	
Cyrano	Notifications	0.785	0.2758	DEL	possibly	
Cyrano	Notifications	0.785	0.2758	SUB	a	to
Cyrano	Notifications	0.785	0.2758	SUB	trifle	trip
Cyrano	Notifications	0.785	0.2758	DEL	large	
Cyrano	Notifications	0.785	0.2758	DEL	tiny	
Cyrano	Notifications	0.785	0.2758	DEL	infinitesimal	
Cyrano	Notifications	0.785	0.2758	SUB	accuse	accused
Cyrano	Notifications	0.785	0.2758	SUB	magnificent	magic
Cyrano	Notifications	0.785	0.2758	SUB	for	but
Cyrano	Notifications	0.785	0.2758	SUB	genial	g
Cyrano	Notifications	0.785	0.2758	SUB	courteous	o
Cyrano	Notifications	0.785	0.2758	SUB	viril	correct
Cyrano	Notifications	0.785	0.2758	SUB	courageous	while
Cyrano	Notifications	0.785	0.2758	DEL	whilst	
Cyrano	Notifications	0.785	0.2758	SUB	as	a
Cyrano	Notifications	0.785	0.2758	SUB	limp	limpstein
Cyrano	Notifications	0.785	0.2758	DEL	spine	
Cyrano	Notifications	0.785	0.2758	SUB	foot	footage
Cyrano	Notifications	0.785	0.2758	DEL	oh	
Cyrano	Notifications	0.785	0.2758	DEL	presently	
Cyrano	Notifications	0.785	0.2758	DEL	this	
Cyrano	Notifications	0.785	0.2758	SUB	tiresome	tired
Cyrano	Notifications	0.785	0.2758	INS		okay
Cyrano	Notifications	0.785	0.2758	SUB	will	well
Cyrano	Notifications	0.785	0.2758	SUB	you	youll
Cyrano	Notifications	0.785	0.2758	DEL	will	
Cyrano	Notifications	0.785	0.2758	DEL	your	
Cyrano	Notifications	0.785	0.2758	DEL	your	
Cyrano	Notifications	0.785	0.2758	DEL	nose	
Cyrano	Notifications	0.785	0.2758	SUB	rather	brother
Cyrano	Notifications	0.785	0.2758	DEL	ah	
Cyrano	Notifications	0.785	0.2758	SUB	young	youre
Cyrano	Notifications	0.785	0.2758	SUB	sir	so
Cyrano	Notifications	0.785	0.2758	SUB	why	funny
Cyrano	Notifications	0.785	0.2758	SUB	thus	that
Cyrano	Notifications	0.785	0.2758	SUB	aggressive	i
Cyrano	Notifications	0.785	0.2758	SUB	sir	sort
Cyrano	Notifications	0.785	0.2758	SUB	if	of
Cyrano	Notifications	0.785	0.2758	SUB	that	got
Cyrano	Notifications	0.785	0.2758	SUB	were	with
Cyrano	Notifications	0.785	0.2758	SUB	id	i
Cyrano	Notifications	0.785	0.2758	SUB	it	an
Cyrano	Notifications	0.785	0.2758	SUB	amputate	amputated
Cyrano	Notifications	0.785	0.2758	SUB	is	theres
Cyrano	Notifications	0.785	0.2758	SUB	rock	rut
Cyrano	Notifications	0.785	0.2758	SUB	crag	grag
Cyrano	Notifications	0.785	0.2758	SUB	cape	cake
Cyrano	Notifications	0.785	0.2758	SUB	a	okay
Cyrano	Notifications	0.785	0.2758	DEL	cape	
Cyrano	Notifications	0.785	0.2758	SUB	rather	robert
Cyrano	Notifications	0.785	0.2758	SUB	inquisitive	inquiry
Cyrano	Notifications	0.785	0.2758	SUB	ah	argue
Cyrano	Notifications	0.785	0.2758	SUB	do	of
Cyrano	Notifications	0.785	0.2758	DEL	you	
Cyrano	Notifications	0.785	0.2758	DEL	love	
Cyrano	Notifications	0.785	0.2758	SUB	birds	bird
Cyrano	Notifications	0.785	0.2758	SUB	much	like
Cyrano	Notifications	0.785	0.2758	SUB	you	to
Cyrano	Notifications	0.785	0.2758	SUB	top	tough
Cyrano	Notifications	0.785	0.2758	SUB	heavy	hairy
Cyrano	Notifications	0.785	0.2758	SUB	darken	dark
Cyrano	Notifications	0.785	0.2758	DEL	dramatic	
Cyrano	Notifications	0.785	0.2758	DEL	when	
Cyrano	Notifications	0.785	0.2758	DEL	it	
Cyrano	Notifications	0.785	0.2758	DEL	eh	
Cyrano	Notifications	0.785	0.2758	SUB	but	on
Cyrano	Notifications	0.785	0.2758	SUB	perfumer	consumer
Cyrano	Notifications	0.785	0.2758	SUB	sir	its
Cyrano	Notifications	0.785	0.2758	SUB	in	a
Cyrano	Notifications	0.785	0.2758	SUB	you	new
Cyrano	Notifications	0.785	0.2758	SUB	a	amount
Cyrano	Notifications	0.785	0.2758	DEL	man	
Cyrano	Notifications	0.785	0.2758	DEL	prominence	
Cyrano	Notifications	0.785	0.2758	SUB	the	fellow
Cyrano	Notifications	0.785	0.2758	DEL	nose	
Cyrano	Notifications	0.785	0.2758	SUB	sir	sod
Cyrano	Notifications	0.785	0.2758	SUB	had	have
Cyrano	Notifications	0.785	0.2758	SUB	tinge	tin
Cyrano	Notifications	0.785	0.2758	SUB	of	jump
Cyrano	Notifications	0.785	0.2758	SUB	or	out
Cyrano	Notifications	0.785	0.2758	SUB	a	of
Cyrano	Notifications	0.785	0.2758	SUB	wit	width
Cyrano	Notifications	0.785	0.2758	SUB	color	colour
Cyrano	Notifications	0.785	0.2758	SUB	discourse	discode
Cyrano	Notifications	0.785	0.2758	SUB	wit	which
Cyrano	Notifications	0.785	0.2758	DEL	atom	
Cyrano	Notifications	0.785	0.2758	SUB	of	a
Cyrano	Notifications	0.785	0.2758	SUB	letters	level
Cyrano	Notifications	0.785	0.2758	DEL	s	
Cyrano	Notifications	0.785	0.2758	DEL	s	
Cyrano	Notifications	0.785	0.2758	DEL	ass	
Cyrano	Notifications	0.785	0.2758	DEL	dolt	
Cyrano	Notifications	0.785	0.2758	DEL	bumpkin	
Cyrano	Notifications	0.785	0.2758	DEL	fool	
Cyrano	Notifications	0.785	0.2758	DEL	how	
Cyrano	Notifications	0.785	0.2758	DEL	do	
Cyrano	Notifications	0.785	0.2758	DEL	you	
Cyrano	Notifications	0.785	0.2758	DEL	do	
Cyrano	Notifications	0.785	0.2758	DEL	and	
Cyrano	Notifications	0.785	0.2758	DEL	i	
Cyrano	Notifications	0.785	0.2758	DEL	cyrano	
Cyrano	Notifications	0.785	0.2758	DEL	savinien	
Cyrano	Notifications	0.785	0.2758	DEL	hercule	
Cyrano	Notifications	0.785	0.2758	DEL	de	
Cyrano	Notifications	0.785	0.2758	DEL	bergerac	
Cyrano	EventBridge	0.785	0.2758	SUB	nose	mouth
Cyrano	EventBridge	0.785	0.2758	SUB	not	just
Cyrano	EventBridge	0.785	0.2758	SUB	well	know
Cyrano	EventBridge	0.785	0.2758	DEL	no	
Cyrano	EventBridge	0.785	0.2758	DEL	but	
Cyrano	EventBridge	0.785	0.2758	DEL	no	
Cyrano	EventBridge	0.785	0.2758	SUB	and	find
Cyrano	EventBridge	0.785	0.2758	SUB	why	out
Cyrano	EventBridge	0.785	0.2758	SUB	not	with
Cyrano	EventBridge	0.785	0.2758	DEL	if	
Cyrano	EventBridge	0.785	0.2758	SUB	i	idea
Cyrano	EventBridge	0.785	0.2758	SUB	does	this
Cyrano	EventBridge	0.785	0.2758	DEL	it	
Cyrano	EventBridge	0.785	0.2758	SUB	un	unless
Cyrano	EventBridge	0.785	0.2758	SUB	wholesome	i
Cyrano	EventBridge	0.785	0.2758	SUB	by	know
Cyrano	EventBridge	0.785	0.2758	SUB	no	possible
Cyrano	EventBridge	0.785	0.2758	DEL	means	
Cyrano	EventBridge	0.785	0.2758	DEL	possibly	
Cyrano	EventBridge	0.785	0.2758	SUB	a	to
Cyrano	EventBridge	0.785	0.2758	SUB	trifle	trip
Cyrano	EventBridge	0.785	0.2758	DEL	large	
Cyrano	EventBridge	0.785	0.2758	DEL	tiny	
Cyrano	EventBridge	0.785	0.2758	DEL	infinitesimal	
Cyrano	EventBridge	0.785	0.2758	SUB	accuse	accused
Cyrano	EventBridge	0.785	0.2758	SUB	magnificent	magic
Cyrano	EventBridge	0.785	0.2758	SUB	for	but
Cyrano	EventBridge	0.785	0.2758	SUB	genial	g
Cyrano	EventBridge	0.785	0.2758	SUB	courteous	o
Cyrano	EventBridge	0.785	0.2758	SUB	viril	correct
Cyrano	EventBridge	0.785	0.2758	SUB	courageous	while
Cyrano	EventBridge	0.785	0.2758	DEL	whilst	
Cyrano	EventBridge	0.785	0.2758	SUB	as	a
Cyrano	EventBridge	0.785	0.2758	SUB	limp	limpstein
Cyrano	EventBridge	0.785	0.2758	DEL	spine	
Cyrano	EventBridge	0.785	0.2758	SUB	foot	footage
Cyrano	EventBridge	0.785	0.2758	DEL	oh	
Cyrano	EventBridge	0.785	0.2758	DEL	presently	
Cyrano	EventBridge	0.785	0.2758	DEL	this	
Cyrano	EventBridge	0.785	0.2758	SUB	tiresome	tired
Cyrano	EventBridge	0.785	0.2758	INS		okay
Cyrano	EventBridge	0.785	0.2758	SUB	will	well
Cyrano	EventBridge	0.785	0.2758	SUB	you	youll
Cyrano	EventBridge	0.785	0.2758	DEL	will	
Cyrano	EventBridge	0.785	0.2758	DEL	your	
Cyrano	EventBridge	0.785	0.2758	DEL	your	
Cyrano	EventBridge	0.785	0.2758	DEL	nose	
Cyrano	EventBridge	0.785	0.2758	SUB	rather	brother
Cyrano	EventBridge	0.785	0.2758	DEL	ah	
Cyrano	EventBridge	0.785	0.2758	SUB	young	youre
Cyrano	EventBridge	0.785	0.2758	SUB	sir	so
Cyrano	EventBridge	0.785	0.2758	SUB	why	funny
Cyrano	EventBridge	0.785	0.2758	SUB	thus	that
Cyrano	EventBridge	0.785	0.2758	SUB	aggressive	i
Cyrano	EventBridge	0.785	0.2758	SUB	sir	sort
Cyrano	EventBridge	0.785	0.2758	SUB	if	of
Cyrano	EventBridge	0.785	0.2758	SUB	that	got
Cyrano	EventBridge	0.785	0.2758	SUB	were	with
Cyrano	EventBridge	0.785	0.2758	SUB	id	i
Cyrano	EventBridge	0.785	0.2758	SUB	it	an
Cyrano	EventBridge	0.785	0.2758	SUB	amputate	amputated
Cyrano	EventBridge	0.785	0.2758	SUB	is	theres
Cyrano	EventBridge	0.785	0.2758	SUB	rock	rut
Cyrano	EventBridge	0.785	0.2758	SUB	crag	grag
Cyrano	EventBridge	0.785	0.2758	SUB	cape	cake
Cyrano	EventBridge	0.785	0.2758	SUB	a	okay
Cyrano	EventBridge	0.785	0.2758	DEL	cape	
Cyrano	EventBridge	0.785	0.2758	SUB	rather	robert
Cyrano	EventBridge	0.785	0.2758	SUB	inquisitive	inquiry
Cyrano	EventBridge	0.785	0.2758	SUB	ah	argue
Cyrano	EventBridge	0.785	0.2758	SUB	do	of
Cyrano	EventBridge	0.785	0.2758	DEL	you	
Cyrano	EventBridge	0.785	0.2758	DEL	love	
Cyrano	EventBridge	0.785	0.2758	SUB	birds	bird
Cyrano	EventBridge	0.785	0.2758	SUB	much	like
Cyrano	EventBridge	0.785	0.2758	SUB	you	to
Cyrano	EventBridge	0.785	0.2758	SUB	top	tough
Cyrano	EventBridge	0.785	0.2758	SUB	heavy	hairy
Cyrano	EventBridge	0.785	0.2758	SUB	darken	dark
Cyrano	EventBridge	0.785	0.2758	DEL	dramatic	
Cyrano	EventBridge	0.785	0.2758	DEL	when	
Cyrano	EventBridge	0.785	0.2758	DEL	it	
Cyrano	EventBridge	0.785	0.2758	DEL	eh	
Cyrano	EventBridge	0.785	0.2758	SUB	but	on
Cyrano	EventBridge	0.785	0.2758	SUB	perfumer	consumer
Cyrano	EventBridge	0.785	0.2758	SUB	sir	its
Cyrano	EventBridge	0.785	0.2758	SUB	in	a
Cyrano	EventBridge	0.785	0.2758	SUB	you	new
Cyrano	EventBridge	0.785	0.2758	SUB	a	amount
Cyrano	EventBridge	0.785	0.2758	DEL	man	
Cyrano	EventBridge	0.785	0.2758	DEL	prominence	
Cyrano	EventBridge	0.785	0.2758	SUB	the	fellow
Cyrano	EventBridge	0.785	0.2758	DEL	nose	
Cyrano	EventBridge	0.785	0.2758	SUB	sir	sod
Cyrano	EventBridge	0.785	0.2758	SUB	had	have
Cyrano	EventBridge	0.785	0.2758	SUB	tinge	tin
Cyrano	EventBridge	0.785	0.2758	SUB	of	jump
Cyrano	EventBridge	0.785	0.2758	SUB	or	out
Cyrano	EventBridge	0.785	0.2758	SUB	a	of
Cyrano	EventBridge	0.785	0.2758	SUB	wit	width
Cyrano	EventBridge	0.785	0.2758	SUB	color	colour
Cyrano	EventBridge	0.785	0.2758	SUB	discourse	discode
Cyrano	EventBridge	0.785	0.2758	SUB	wit	which
Cyrano	EventBridge	0.785	0.2758	DEL	atom	
Cyrano	EventBridge	0.785	0.2758	SUB	of	a
